"","genes","A","phase","offset","peak","R2","pvalue","qvalue"
"2212","SGCG",0.222895018286668,3.80375443749624,1.0359022963867,2.19624556250376,0.134122129960032,0.00146680256641452,0.290012804097314
"9667","ALCAM",0.185918202070356,10.8543714769215,7.90316010563047,-4.85437147692151,0.134073548191997,0.00147986984985693,0.290012804097314
"12433","RUNDC1",0.121324985426188,22.1178699883562,4.94602382898961,7.8821300116438,0.133657011410557,0.0015321389836267,0.29515151515151
"1089","SEMA3C",0.219603189700234,11.3587392933193,5.93909854675293,-5.35873929331929,0.133276440247855,0.00156480719223284,0.29515151515151
"3850","RCAN3",0.206811196324879,8.97076210972583,2.1397394528326,-2.97076210972583,0.133154970610624,0.00158440811739646,0.29515151515151
"5270","SPG20",0.188064230942851,12.5688564814702,7.27083263137229,17.4311435185298,0.133088429093241,0.00159094175911767,0.29515151515151
"12923","NPEPL1",0.24263318337127,23.9245733622079,2.00634256838336,6.07542663779214,0.132719780636389,0.00163014360944502,0.298444976076553
"5191","RIDA",0.237399768512428,10.7321081838798,5.68925462283931,-4.73210818387977,0.131976053999587,0.001688946384936,0.300505050505056
"7771","SFR1",0.225431254376971,10.8921939326343,2.79935753406513,-4.89219393263429,0.131710616327667,0.00170854731009973,0.300505050505056
"1880","TAB1",0.149519897531759,1.5418625929301,4.23697091027453,4.4581374070699,0.131678151752388,0.00172814823526335,0.300505050505056
"13059","MIAT",0.291312956150709,21.7727043683563,7.91967823500376,8.22729563164365,0.131069897080168,0.00175428280214829,0.300505050505056
"8119","SPATC1L",0.462521530021025,23.5568950871807,0.888820979847241,6.44310491281932,0.130970092732751,0.0017608164438695,0.300505050505056
"2871","WNT3",0.141630168011184,23.9169882493192,2.81668393577606,6.0830117506808,0.130857179806013,0.00178041736903312,0.300505050505056
"10906","SLC26A11",0.179463605786533,23.9722618532686,3.72196893426466,6.02773814673144,0.130814885396451,0.00179348465247564,0.300505050505056
"10015","MANEA",0.247192676740935,12.1250832884844,4.69387841280767,17.8749167115156,0.130254961015593,0.00181961921936047,0.300505050505056
"11726","LINC00265",0.245352489060387,0.308510145142165,1.03051590009465,5.69148985485783,0.129859394553854,0.00189802292001517,0.300505050505056
"9797","PDGFD",0.223020074604219,12.9641088830111,3.2645635019287,17.0358911169889,0.129717215034793,0.0019176238451788,0.300505050505056
"7300","DLG5",0.252054863249854,23.4375718177892,4.186054559965,6.56242818221079,0.129469046102763,0.00195029205378494,0.300505050505056
"10833","KCTD4",0.251860446102134,11.2289451604854,4.32362894223597,-5.22894516048543,0.129400170157028,0.00196989297894856,0.300505050505056
"9375","VASN",0.303987915532769,1.82850288615037,2.1871744965644,4.17149711384963,0.129282146882917,0.00198949390411229,0.300505050505056
"5962","DUSP5",0.290547330698544,21.6187793550972,1.60529659775492,8.38122064490279,0.12915303260604,0.0019960275458335,0.300505050505056
"13564","SBF1P1",0.445390717026981,22.5425875985049,0.99337431687828,7.45741240149509,0.128981791572757,0.00200909482927591,0.300505050505056
"7248","HNMT",0.201582699464614,12.2570493201971,5.12138468860125,17.7429506798029,0.128842787368588,0.00204176303788206,0.300505050505056
"13338","LOC101929653",0.35705597474786,21.4393647514794,1.28173221918637,8.56063524852062,0.128772297295776,0.00205483032132447,0.300505050505056
"4324","ATP7B",0.214575408363451,22.9978702607232,3.20557080083303,7.00212973927677,0.12861261186507,0.00208096488820941,0.300505050505056
"11855","ZKSCAN3",0.153615233942764,21.8588767137521,2.25978623201128,8.14112328624785,0.128429632961199,0.00210056581337303,0.300505050505056
"13025","MKRN5P",0.400802572091828,22.409278890208,2.04946486316886,7.59072110979196,0.128146200833587,0.00212670038025797,0.300505050505056
"5310","GIMAP6",0.290014713680481,10.2408430027699,3.4831654849697,-4.24084300276989,0.127723342066206,0.00216590223058533,0.300505050505056
"6168","SLAIN1",0.246231117252971,9.0349624776444,7.29394492485621,-3.0349624776444,0.12768506330807,0.00217896951402774,0.300505050505056
"6988","MFHAS1",0.138776395178115,23.6804488649596,5.02386284669594,6.31955113504039,0.12751314839638,0.00220510408091257,0.300505050505056
"6130","GLTP",0.225933534864868,9.54095587638701,4.92922553571277,-3.54095587638701,0.127471517351973,0.00221163772263389,0.300505050505056
"3688","ANGPTL1",0.285705057530472,10.0956964440803,2.82427492394812,-4.09569644408026,0.12742757142567,0.00221817136435509,0.300505050505056
"13645","SMIM18",0.266269617369322,12.9247857794445,2.39957677421065,17.0752142205555,0.12740367334139,0.0022247050060763,0.300505050505056
"791","PRKCQ",0.208273674019602,9.19980548832369,3.87499763007388,-3.19980548832368,0.127365212128767,0.00224430593123992,0.300505050505056
"9471","TCTN2",0.134297269542677,23.0404837478306,3.42069948316994,6.95951625216939,0.127179029544719,0.00226390685640365,0.300505050505056
"1676","CDC6",0.182253462091753,15.8374534681821,2.25087079914853,14.1625465318179,0.126538277656689,0.00234231055705825,0.300505050505056
"5766","ZFP37",0.166996352079745,11.9646133217065,4.05209014975839,-5.96461332170651,0.126509403248774,0.00234884419877956,0.300505050505056
"9011","CMTM5",0.329806781698167,8.76626563694927,3.569476053345,-2.76626563694927,0.126164785281493,0.00238804604910681,0.300505050505056
"4659","OMG",0.213170377330647,8.57702488140156,7.29155984153998,-2.57702488140156,0.126037395120725,0.00240764697427054,0.300505050505056
"11905","RYR1",0.239945894703364,21.7533607986015,4.85092439562101,8.2466392013985,0.125979986241459,0.00242071425771295,0.300505050505056
"12170","ZNF433",0.129003461309791,10.9267958713674,3.33705462554923,-4.92679587136741,0.125862060392189,0.00243378154115537,0.300505050505056
"785","TMEM206",0.268159757773775,10.3561412293196,4.55062419971595,-4.35614122931957,0.125763483548722,0.0024533824663191,0.300505050505056
"13736","ZNF271P",0.148082771260505,12.727458768404,6.06889686581697,17.272541231596,0.125691048287803,0.00246644974976151,0.300505050505056
"1424","FOLH1",0.337582865658146,9.44679616737032,4.23707669014311,-3.44679616737032,0.12564813141555,0.00247298339148272,0.300505050505056
"3862","NSL1",0.14370185206803,11.595774876706,5.40890268410048,-5.59577487670601,0.125629161022367,0.00248605067492524,0.300505050505056
"13485","DBNDD2",0.298369283038174,9.49340447326176,5.20646847287882,-3.49340447326176,0.125524778819432,0.00249911795836766,0.300505050505056
"10850","PRR26",0.464367653903001,21.9806404106958,1.10121873787604,8.01935958930417,0.125307255945619,0.00252525252525249,0.300505050505056
"758","ANKS1A",0.146819247627906,22.0282455441579,4.75872327421967,7.97175445584215,0.12525980262498,0.00253178616697369,0.300505050505056
"6593","HCN3",0.25662910122122,23.6390164037999,1.92739712904217,6.36098359620015,0.124936195232179,0.00257098801730105,0.300505050505056
"4150","ADRA1A",0.161936965345241,21.5949460364573,3.732473154727,8.40505396354269,0.124729534929229,0.00257752165902225,0.300505050505056
"11427","PRKG1",0.16697045342917,14.9670259452471,5.0058775265879,15.0329740547529,0.124496246147749,0.00260365622590719,0.300505050505056
"4430","HIF3A",0.461655877250631,23.6204833999557,2.57768870646156,6.37951660004432,0.12409087895569,0.00264285807623454,0.300505050505056
"6031","PRKG2",0.162447054956082,13.9749504412257,4.11705506557315,16.0250495587743,0.123835118582172,0.00266899264311937,0.300505050505056
"1002","SREBF1",0.231905841678766,0.679255995002132,4.77093838474158,5.32074400499787,0.12380329485958,0.0026820599265619,0.300505050505056
"9912","METTL18",0.212437066902316,13.3367626208178,2.75475939571918,16.6632373791822,0.12368789636867,0.00269512721000431,0.300505050505056
"8819","DCAF13",0.121540440899063,11.8283658985473,4.77336183392426,-5.82836589854735,0.123613244784504,0.00271472813516793,0.300505050505056
"4246","PTGFR",0.268322199366438,13.501338876111,1.79621378479498,16.498661123889,0.123594813775222,0.00272126177688925,0.300505050505056
"5725","TANK",0.157321291352555,11.6128504631127,5.06563966765995,-5.61285046311273,0.12350796373755,0.00274739634377408,0.301002147458839
"8120","LSS",0.157243198618615,0.242167105575813,5.49942350278253,5.75783289442419,0.122933038568063,0.00282580004442878,0.307173295454548
"1741","PRTFDC1",0.176911989718289,10.332862792485,4.59288486635918,-4.33286279248499,0.122624694725598,0.00286500189475614,0.309020436927418
"13859","LOC101929240",0.277068665248887,22.3689767720658,0.87451898132565,7.63102322793418,0.122327166462438,0.0029172710285259,0.312237762237765
"1113","SEC31B",0.261838313901066,22.780886048318,3.043979826821,7.21911395168195,0.122105683401729,0.00295647287885326,0.313397129186597
"8297","ACOT11",0.275928783518454,22.1945297635806,4.63494726447002,7.80547023641936,0.121779926715604,0.00298260744573808,0.313397129186597
"12338","ZNF627",0.179988350050036,10.8218483011417,4.92001540785198,-4.82184830114173,0.121612728920206,0.0029956747291805,0.313397129186597
"8678","ANAPC10",0.146864123947808,11.6580880801723,4.01210912962307,-5.6580880801723,0.121215724715714,0.00304794386295038,0.316485753052922
"10771","DNHD1",0.26173430164037,23.0007256697978,3.72357874800145,6.99927433020222,0.120701775196673,0.00310674663844135,0.318835840418579
"9498","MAT2A",0.169373997158488,23.3405911639796,6.37069132636502,6.65940883602043,0.120639168240854,0.00312634756360497,0.318835840418579
"439","USP2",0.316686857297758,1.63539906795425,2.86243896884838,4.36460093204575,0.120461979468603,0.00316554941393232,0.318835840418579
"7928","CNNM4",0.193382885502517,0.2658745107222,3.14705156987366,5.7341254892778,0.1203158504205,0.00317861669737474,0.318835840418579
"5716","ACTL6A",0.174567078789045,11.7466727825617,2.95352707527674,-5.74667278256171,0.120312083715821,0.00318515033909605,0.318835840418579
"12531","C10orf128",0.263457667851218,12.3429464054592,2.07466723666081,17.6570535945408,0.120079575313563,0.0032243521894233,0.320454545454541
"3440","BCL6",0.199166699085521,21.7735266915223,4.41030494358142,8.22647330847766,0.119932716958665,0.00325048675630824,0.320760799484204
"10864","CHRM4",0.282550375239011,1.46092769958994,1.79677380501852,4.53907230041006,0.119562357484439,0.00330928953179921,0.321316614420062
"6000","SLC40A1",0.20064912601329,11.8061244072821,4.17464182353142,-5.80612440728213,0.11951745112502,0.00333542409868415,0.321316614420062
"4337","PDE1B",0.133375859920559,0.515248356827878,5.91584840661517,5.48475164317212,0.119440888387646,0.00334195774040535,0.321316614420062
"137","DNAH9",0.12421421813784,23.5612286306437,3.31146467995032,6.43877136935628,0.119342494682147,0.00334849138212656,0.321316614420062
"10264","SLC29A2",0.289699146467835,23.7854525867419,0.900839369903575,6.2145474132581,0.118846673051326,0.00342036144106006,0.321656050955413
"7396","LOC150776",0.294099920915804,22.7772472343335,2.74306052659335,7.2227527656665,0.118805407725787,0.00343342872450247,0.321656050955413
"8385","KIF26B",0.145368024761361,22.5180680461534,4.33985459090213,7.48193195384664,0.118719240141762,0.0034530296496661,0.321656050955413
"2039","HRH3",0.293028487183998,0.230109896943536,2.24889867053932,5.76989010305646,0.11864730497639,0.00346609693310862,0.321656050955413
"13670","PCDHGA3",0.2854102284849,22.0540683427258,1.83348778230328,7.9459316572742,0.118451890317134,0.00350529878343586,0.321656050955413
"3220","ASF1A",0.203983161596905,11.6249796077714,5.34323922527801,-5.62497960777135,0.118439467500841,0.00351183242515718,0.321656050955413
"10229","ZHX3",0.149792196636714,21.9103168979894,6.55464450988206,8.08968310201058,0.118200052079579,0.00355103427548442,0.321656050955413
"3945","LDAH",0.121421757678502,15.0902458506855,4.20044235295891,14.9097541493145,0.118024675133978,0.00356410155892695,0.321656050955413
"1882","MTMR3",0.0926623301126369,22.2584047470652,6.30045759622907,7.74159525293484,0.117823131884174,0.00359023612581177,0.321656050955413
"3645","RMDN2",0.154569838539427,13.667727527156,4.04230858490518,16.332272472844,0.117806354456067,0.00359676976753298,0.321656050955413
"12850","PLEKHM1P1",0.290187683338049,23.0029520882514,2.96788005683792,6.99704791174865,0.117731039217837,0.00361637069269671,0.321656050955413
"13440","LINC00901",0.392907372729124,20.937574597723,0.875520666295885,9.06242540227699,0.11762805242913,0.00362943797613913,0.321656050955413
"1385","CAD",0.208086949990416,22.6975004456952,3.78128485899418,7.30249955430476,0.117415309048115,0.00369477439335142,0.323899371069186
"1818","PIK3IP1",0.15790795459969,3.98090071863941,5.75043483004283,2.01909928136059,0.117407849164398,0.00370130803507263,0.323899371069186
"13900","MIMT1",0.309090762371311,17.2051222561719,0.883457959157463,12.7948777438281,0.117079660471707,0.00374704352712119,0.324316787506974
"7738","CARNMT1",0.176321586522048,14.5699076607285,5.66962472959637,15.4300923392715,0.117016705623708,0.00376664445228481,0.324316787506974
"1281","EXD2",0.0890146707436254,15.245451162501,5.34131285117921,14.754548837499,0.116904380899686,0.00379277901916975,0.324316787506974
"10739","TCAIM",0.140886016946697,12.228302268951,5.81918280299697,17.771697731049,0.116904042775234,0.00379931266089095,0.324316787506974
"3739","MFN2",0.0943693007889607,23.0739113224778,7.16471362532271,6.9260886775222,0.116834384192157,0.00382544722777578,0.324556541019952
"1564","SLC9A1",0.346335309071862,23.9034860302694,2.68037274303937,6.09651396973056,0.116582435709781,0.00385811543638193,0.32534435261708
"9441","CHRM1",0.232310602671789,1.34189980751422,5.29089025763805,4.65810019248578,0.116121535881914,0.00392345185359411,0.326374207188162
"7065","ASTN2",0.14418988401313,0.138444645602272,5.25679219552987,5.86155535439773,0.116006274310316,0.00393651913703663,0.326374207188162
"8496","STK36",0.246266497979346,21.9088992942176,3.26750830582362,8.09110070578243,0.115770504778209,0.00396265370392146,0.326374207188162
"8667","FBXO8",0.145093194715092,11.1538164539396,4.32722032805037,-5.15381645393959,0.115724584074948,0.00396918734564267,0.326374207188162
"7054","PLPPR1",0.230173808696027,10.3647174179934,4.74309029278393,-4.36471741799343,0.115632994078171,0.0039953219125276,0.326374207188162
"4088","ARAP3",0.259409173880697,23.8227694618997,1.65372848954718,6.17723053810034,0.115486015004416,0.00402145647941254,0.326374207188162
"10891","ZNF572",0.204021309307052,10.596816405813,2.51844654604006,-4.59681640581298,0.115458575920275,0.00403452376285496,0.326374207188162
"9397","BMI1",0.130630696550441,11.8966683819982,6.83625817553981,-5.89666838199818,0.115335669141358,0.00407372561318231,0.327640567524963
"10257","TRAM1L1",0.176107058942779,11.6421902479931,3.9564262002643,-5.64219024799308,0.115145009083721,0.00411292746350966,0.328892371995824
"10866","SMG1P3",0.253917000817663,23.8738407137918,4.01889385734941,6.12615928620822,0.11507213856127,0.00413906203039449,0.329090909090908
"6313","NOB1",0.127003326387576,1.23992500190889,2.50286334817246,4.76007499809111,0.114786573267617,0.00421093208932799,0.331205311542388
"4613","MCF2L",0.128595725041005,23.3712727055661,7.30904947040691,6.62872729443386,0.11472238959962,0.0042239993727704,0.331205311542388
"5881","SLC37A4",0.154619325135537,23.2990188346489,2.70704081548144,6.70098116535109,0.114686130602994,0.00423706665621282,0.331205311542388
"9095","MAPK7",0.251835799101987,22.8780778197694,0.976498307143216,7.12192218023059,0.114107912652333,0.00428933578998258,0.332070707070703
"13367","LOC101928524",0.226353300575234,21.2035723580668,2.18924134457552,8.79642764193324,0.114102936121352,0.00429586943170379,0.332070707070703
"984","CPSF1",0.256775392455056,23.0443508576995,4.20593636563119,6.95564914230051,0.113949912998996,0.00435467220719488,0.33275691699605
"10863","TMEM64",0.181690042645622,12.3241659483674,5.24795916401897,17.6758340516326,0.11390460686551,0.00436120584891608,0.33275691699605
"158","CAMK1G",0.225653337318874,21.8246079128579,4.84158579773899,8.17539208714211,0.113553252397473,0.00439387405752223,0.33275691699605
"4948","PXDN",0.271395263888332,23.3494929004593,2.46607771135003,6.65050709954066,0.113485843575708,0.00440040769924344,0.33275691699605
"9008","SPRED1",0.191299204709858,15.6588988467365,8.01024206854523,14.3411011532635,0.113089659286114,0.00448534504161935,0.333081407903261
"5187","KDM6B",0.344957595478395,23.1410392615472,1.65100067100801,6.85896073845278,0.112643668002417,0.00457681602571647,0.333081407903261
"7879","TMEM164",0.115155200832672,21.4831593924992,4.37868109950087,8.51684060750079,0.112587172844014,0.00459641695088009,0.333081407903261
"5423","CABLES1",0.203274798315721,0.357440593548073,4.99963489703882,5.64255940645193,0.112558863409818,0.0046094842343225,0.333081407903261
"2986","WFS1",0.216255028790669,23.1714923476884,5.03386698010966,6.82850765231161,0.112470118535215,0.00464215244292865,0.333081407903261
"10801","BBS10",0.163917898950605,12.2400832018473,5.70345630882977,17.7599167981527,0.112277084114847,0.00467482065153479,0.333081407903261
"9063","DCHS1",0.244500908136606,22.5322495664927,4.19733132229469,7.4677504335073,0.112218178072902,0.00470095521841962,0.333081407903261
"12532","AGAP6..includes.others..1",0.348382300220562,22.7412689548538,2.59173323776422,7.25873104514621,0.112210149719189,0.00470748886014083,0.333081407903261
"8624","AIMP1",0.161228403102062,11.4373784225693,5.29697986168107,-5.43737842256931,0.112149793285629,0.00471402250186204,0.333081407903261
"13863","STRADA",0.197058183758369,23.0587085721998,2.83517583319792,6.94129142780016,0.112077899761143,0.00472055614358335,0.333081407903261
"11478","NPIPB5..includes.others..1",0.377608816366351,22.028285161597,2.05693201774475,7.97171483840298,0.111875814002926,0.00477282527735312,0.333081407903261
"3054","ARHGEF17",0.190506489388046,0.195973369614637,5.87505616196871,5.80402663038536,0.111418493616805,0.00486429626145024,0.333081407903261
"7007","RGS20",0.20629049662069,12.3851782517062,4.28117011900825,17.6148217482938,0.111406264991087,0.00489043082833507,0.333081407903261
"7172","GLB1L2",0.214291885087624,22.9996475175195,2.19920632226827,7.00035248248053,0.111371926986947,0.00491656539522001,0.333081407903261
"5070","GFPT2",0.153372333426761,22.2049462827483,3.535763937496,7.79505371725168,0.111331958216673,0.00492963267866242,0.333081407903261
"4919","NCAN",0.242393640867845,23.1957985042095,6.60262405350379,6.80420149579054,0.111181337389805,0.00497536817071098,0.333081407903261
"12300","ZNF442",0.20376769439899,10.5998731797904,2.59555066407426,-4.5998731797904,0.110859082694927,0.00504070458792316,0.333081407903261
"9803","TSNARE1",0.173789143071288,0.596830826822792,3.68862393705596,5.40316917317721,0.110847604800479,0.00504723822964448,0.333081407903261
"2182","KLHL4",0.188110957547647,11.3273744291754,5.31517906867997,-5.32737442917544,0.110834784508386,0.00506030551308689,0.333081407903261
"793","ASB1",0.0877679297954644,22.4260857710771,5.99393666343949,7.5739142289229,0.110636429240884,0.00511257464685666,0.333081407903261
"4203","TNFSF10",0.35257976874716,10.1051217892609,3.40039193284007,-4.10512178926087,0.110471100165504,0.00518444470579016,0.333081407903261
"6369","NARF",0.106189762985996,0.230229300379254,4.69812120472328,5.76977069962075,0.110404443950173,0.00521057927267499,0.333081407903261
